pj_no	jukyo	chiseki_js_hb	chiseki_kb_hb	yoto1	yoto2	kempei1	kempei2	yoseki1	yoseki2	josui	gesui	gas	usui	tateuri_su	tochiuri_su	joken_su	hy1f_date_su	hy2f_date_su	hy3f_date_su	road1_hk	road1_sb	road1_fi	road1_mg	road2_hk	road2_sb	road2_fi	road2_mg	road3_hk	road3_sb	road3_fi	road3_mg	road4_hk	road4_sb	road4_fi	road4_mg	kaoku_um	kaoku_hb	yheki_kotei	yheki_umu	yheki_yohi	gk_sho_kyori	gk_chu_kyori	kborjs	hw_status	toshikuiki1	toshikuiki2	kodochiku	chikukeikaku	keikakuroad	kaihatsukyoka	t53kyoka	hokakyoka	bokachiiki	minmenseki	hokakisei1	hokakisei2	hokakisei3	hokakisei4	kinshijiko	rosenka_hb	koji_hb	kijun_hb	mseki_yt_hb	mseki_rd_hb	mseki_dp_hb	tc_mseki_min_hb	tc_mseki_max_hb	tt_mseki_min_hb	tt_mseki_max_hb	tc_mseki_avg_hb	tt_mseki_avg_hb	fi4m_yohi	fi3m_yohi	fi4m_kyori	fi3m_kyori	bus_yohi	bus_hon	sho_conv	sho_super	sho_shoten	sho_market	shu_jutaku	shu_park	shu_shop	shu_factory	shu_hvline	shu_tower	shu_bochi	shu_sogi	shu_zoki	shu_kokyo	shu_highway	shu_kaido	shu_line_ari	shu_line_nashi	shu_soon	gk_yoc_tm	gk_sho_tm	gk_chu_tm	rs_e_kdate2	rs_e_kdate3	rs_e_parking	rs_e_zoki	rs_e_m_ari	rs_e_m_nashi	rs_e_tahata	rs_w_kdate2	rs_w_kdate3	rs_w_parking	rs_w_zoki	rs_w_m_ari	rs_w_m_nashi	rs_w_tahata	rs_s_kdate2	rs_s_kdate3	rs_s_parking	rs_s_zoki	rs_s_m_ari	rs_s_m_nashi	rs_s_tahata	rs_n_kdate2	rs_n_kdate3	rs_n_parking	rs_n_zoki	rs_n_m_ari	rs_n_m_nashi	rs_n_tahata	rosen_nm1	eki_nm1	bas_toho1	eki_kyori1	bastei_nm1	teiho1	rosen_nm2	eki_nm2	bas_toho2	eki_kyori2	bastei_nm2	teiho2
2249	埼玉県さいたま市見沼区東大宮	99.47	99.47	第一種低層住居専用地域		60	0.0	100	0.0	公営	公共下水	都市ガス	宅内処理	1.0	0.0	0.0	0.0	1.0	0.0	東	公道	6.0	8.5	南	私道	4.0	8.6			0.0	0.0			0.0	0.0	（無）	0.0	0.0	（無）	（不要）	230	1100	実測	更地	市街化区域		指定無	（無）	（無）	（不要）	（不要）	（不要）	防火指定無	0.0					（無）	110000	279000	164000	99.47	0.0	0.0	99.47	99.47	92.34	92.34	99.47	92.34	（不要）	（不要）	0.0	0.0	（不要）	0.0	○				○															8.0	3	14								○														○							JR東北本線【宇都宮線】	東大宮	徒歩	8								
2250	埼玉県春日部市梅田	928.47	783.09	第一種住居地域		60	0.0	200	0.0	公営	公共下水	都市ガス	宅内処理	3.0	2.0	0.0	0.0	3.0	0.0	東	公道	16.0	9.7	東	私道	4.0	19.2			0.0	0.0			0.0	0.0	（無）	0.0	0.0	（無）	（不要）	2360	1070	公簿	造成上り	市街化区域		指定無	（無）	（有）	（要）	（不要）	（不要）	防火指定無	0.0					（無）	62000	103000	81200	775.44	147.2	5.83	139.64	168.4	105.16	105.99	155.08	105.71	（不要）	（不要）	0.0	0.0	（不要）						○															12.0	30	14	○													○								○							東武伊勢崎線	春日部	徒歩	13								
2251	埼玉県越谷市大字袋山字天沼	123.43	123.43	第一種中高層住居専用地域		60	0.0	200	0.0	公営	公共下水	個別プロパン	宅内処理	1.0	0.0	0.0	0.0	1.0	0.0	西	公道	4.0	17.4			0.0	0.0			0.0	0.0			0.0	0.0	（無）	0.0	0.9	（無）	（不要）	292	1280	公簿	建物有	市街化区域		指定無	（無）	（無）	（不要）	（不要）	（不要）	防火指定無	100.0	景観法				（無）	95000	115000	116000	123.43	0.0	0.0	123.43	123.43	105.99	105.99	123.43	105.99	（不要）	（不要）	0.0	0.0	（不要）		○	○			○															14.0	4	16	○							○														○							東武伊勢崎線	大袋	徒歩	8								
2252	埼玉県川口市上青木	89.2	89.2	第二種住居地域		60	0.0	200	0.0	公営	公共下水	個別プロパン	宅内処理	1.0	0.0	0.0	0.0	1.0	0.0	南	公道	4.0	8.1			0.0	0.0			0.0	0.0			0.0	0.0	（無）	0.0	0.4	（無）	（不要）	500	600	公簿	更地	市街化区域		指定無	（無）	（無）	（不要）	（不要）	（不要）	防火指定無	0.0					（無）	130000	184000	161000	89.2	0.0	0.0	89.2	89.2	95.98	95.98	89.2	95.98	（不要）	（不要）	0.0	0.0	（不要）	0.0	○				○															10.0	7	8	○							○														○							埼玉高速鉄道線	鳩ヶ谷	徒歩	20								
2253	埼玉県川越市霞ヶ関北	155.08	154.02	第一種住居地域		60		200		公営	公共下水	都市ガス	宅内処理	1.0	0.0	0.0	0.0	1.0	0.0	北	公道	6.0	11.0	西	公道	5.0	14.0			0.0	0.0			0.0	0.0	（有）	133.52	0.4	（無）	（不要）	1450	1700	公簿	建物有	市街化区域		指定無	（無）	（無）	（不要）	（不要）	（不要）	22条区域						（無）	100000	132000	132000	155.08	0.0	0.0	155.08	155.08	108.47	108.47	155.08	108.47	（不要）	（不要）	0.0	0.0	（不要）			○			○															8.0	19	22	○							○							○							○							東武東上線	霞ヶ関	徒歩	10								
2254	埼玉県所沢市小手指町	408.09	408.09	第一種中高層住居専用地域		60	0.0	200	0.0	公営	公共下水	都市ガス	宅内処理	0.0	4.0	0.0	0.0	0.0	0.0	北	公道	6.0	20.7	東	公道	6.0	13.5			0.0	0.0			0.0	0.0	（無）	0.0	0.9	（無）	（不要）	850	950	公簿	更地	市街化区域		指定無	（無）	（無）	（不要）	（不要）	（不要）	防火指定無						（無）	160000	234000	217000	408.09	0.0	0.0	84.08	127.36	0.0	0.0	102.02	0.0	（不要）	（不要）	0.0	0.0	（不要）			○			○															5.0	11	12	○							○							○							○							西武池袋線	小手指	徒歩	9								
2255	埼玉県新座市大和田	237.3	236.0	第一種低層住居専用地域		50	0.0	80	0.0	公営	公共下水	都市ガス	宅内処理	2.0	0.0	0.0	0.0	2.0	0.0	南	公道	3.0	10.0			0.0	0.0			0.0	0.0			0.0	0.0	（無）	0.0	0.5	（無）	（不要）	289	1220	実測	更地	市街化区域		第1種	（無）	（無）	（不要）	（不要）	（不要）	防火指定無	0.0					（無）	0	176000	197000	237.3	0.0	0.0	118.64	118.66	93.78	94.6	118.65	94.19	（不要）	（不要）	0.0	0.0	（不要）						○															6.0	4	16	○													○							○	○							JR武蔵野線	新座	徒歩	10								
2256	埼玉県川越市中台南	2964.51	4281.66	第一種低層住居専用地域	第一種住居地域	50	60.0	80	200.0	公営	公共下水	都市ガス	宅内処理	20.0	0.0	0.0	0.0	20.0	0.0	東	公道	1.5	14.6	西	公道	4.0	7.2			0.0	0.0			0.0	0.0	（無）	0.0	0.3	（無）	（不要）	1680	1680	公簿	更地	市街化区域		指定無	（無）	（無）	（要）	（不要）	（不要）	22条区域		国土法	農地法			（無）	76000	90200	76300	3797.45	478.21	6.0	120.09	143.98	0.0	107.64	189.87	96.33	（不要）	（不要）	0.0	0.0	（要）	665.0					○				○											22.0	21	21	○							○							○							○							東武東上線	川越	バス	15		3.0						
2257	埼玉県蕨市南町	161.89	161.89	近隣商業地域		80	0.0	300	0.0	公営	公共下水	都市ガス	宅内処理	0.0	2.0	0.0	0.0	0.0	0.0	南西	公道	14.8	9.1			0.0	0.0			0.0	0.0			0.0	0.0	（無）	0.0	0.4	（無）	（不要）	650	200	公簿	更地	市街化区域		指定無	（無）	（無）	（不要）	（不要）	（不要）	準防火地域	0.0					（有）	200000	212000	235000	161.89	0.0	0.0	78.05	83.84	0.0	0.0	80.94	0.0	（不要）	（不要）	0.0	0.0	（不要）	0.0		○			○															4.0	9	3										○																			JR京浜東北線	西川口	徒歩	9								
2258	埼玉県さいたま市緑区大字大門字内町	300.18	300.18	準住居地域		60	0.0	200	0.0	公営	公共下水	都市ガス	宅内処理	2.0	0.0	0.0	0.0	2.0	0.0	北東	公道	6.0	13.3			0.0	0.0			0.0	0.0			0.0	0.0	（無）	0.0	0.4	（無）	（不要）	550	2800	実測	更地	市街化区域		指定無	（有）	（無）	（不要）	（不要）	（不要）	準防火地域						（無）	0	124000	223000	300.18	0.0	0.0	150.0	150.18	103.5	105.99	150.09	104.74	（不要）	（不要）	0.0	0.0	（要）	26.0	○	○			○															15.0	7	35								○							○							○							JR武蔵野線	東川口	バス	3		2.0						
2259	埼玉県草加市金明町字堤内	103.31	103.31	第一種中高層住居専用地域		60	0.0	200	0.0	公営	公共下水	都市ガス	宅内処理	1.0	0.0	0.0	0.0	1.0	0.0	西	公道	4.0	9.4			0.0	0.0			0.0	0.0			0.0	0.0	（有）	67.89	0.2	（無）	（不要）	294	305	実測	建物有	市街化区域		指定無	（無）	（無）	（不要）	（不要）	（要）	22条区域	120.0					（無）	95000	125000	125000	103.31	0.0	0.0	104.14	104.14	97.7	97.7	103.31	97.7	（不要）	（不要）	0.0	0.0	（不要）						○															12.0	4	4	○							○							○							○							東武伊勢崎線	新田	徒歩	15								
2260	埼玉県日高市大字原宿	179.44	150.04	第一種低層住居専用地域		50	0.0	80	0.0	公営	公共下水	個別プロパン	宅内処理	1.0	0.0	0.0	0.0	1.0	0.0	南西	私道	4.2	10.4			0.0	0.0			0.0	0.0			0.0	0.0	（無）	0.0	0.9	（無）	（不要）	1200	750	公簿	更地	市街化区域		指定無	（無）	（無）	（不要）	（不要）	（不要）	防火指定無						（無）	47000	55800	61700	150.04	29.4	0.0	150.04	150.04	105.99	105.99	150.04	105.99	（不要）	（不要）	0.0	0.0	（不要）						○															12.0	15	10	○							○							○									○					JR川越線	高麗川	徒歩	9								
2261	埼玉県所沢市榎町	213.81	213.22	第一種低層住居専用地域		60	0.0	100	0.0	公営	公共下水	都市ガス	宅内処理	2.0	0.0	0.0	0.0	2.0	0.0	西	公道	6.0	10.0	北	公道	6.0	16.4			0.0	0.0			0.0	0.0	（有）	122.0	0.6	（無）	（不要）	510	520	実測	建物有	市街化区域		指定無	（無）	（無）	（不要）	（不要）	（不要）	その他						（無）	135000	198000	198000	213.81	0.0	0.0	105.79	107.62	94.22	94.22	106.9	95.87	（不要）	（不要）	0.0	0.0	（不要）		○	○			○															6.0	7	7	○														○														西武池袋線	小手指	徒歩	11								
2262	埼玉県川越市郭町	423.0	423.0	第一種中高層住居専用地域		60	0.0	200	0.0	公営	公共下水	都市ガス	公共下水	4.0	0.0	0.0	0.0	4.0	0.0	北	公道	5.2	13.4	南	私道	4.0	13.6			0.0	0.0			0.0	0.0	（無）	0.0	0.5	（無）	（不要）	560	720	公簿	更地	市街化区域		指定無	（無）	（無）	（不要）	（不要）	（不要）	22条区域				埋蔵文化財		（無）	120000	160000	166000	423.0	0.0	0.0	100.04	114.81	93.56	105.99	105.75	99.25	（不要）	（不要）	0.0	0.0	（不要）																					2.0	7	9								○																					東武東上線	川越市	徒歩	24								
2263	埼玉県飯能市美杉台	363.82	363.82	第一種低層住居専用地域		50	0.0	100	0.0	公営	公共下水	都市ガス	公共下水	2.0	0.0	0.0	0.0	2.0	0.0	東	公道	6.0	11.9	北	公道	6.0	30.8			0.0	0.0			0.0	0.0	（無）	0.0	0.0	（無）	（不要）	1500	750	実測	造成上り	市街化区域		指定無	（有）	（無）	（不要）	（不要）	（要）	22条区域	150.0					（無）	0	82000	80000	363.04	0.0	0.78	175.79	187.25	99.0	99.0	181.52	99.0	（不要）	（不要）	0.0	0.0	（要）	60.0	○				○															33.0	19	10								○																					西武池袋線	飯能	徒歩	37								
2264	埼玉県鴻巣市屈巣	700.99	700.99	指定のない区域		60	0.0	200	0.0	公営	個別浄化槽	個別プロパン	宅内処理	2.0	0.0	0.0	0.0	2.0	0.0	南西	公道	4.0	23.2			0.0	0.0			0.0	0.0			0.0	0.0	（無）	0.0	0.0	（無）	（不要）	750	1900	公簿	造成上り	市街化調整区域		指定無	（無）	（無）	（不要）	（不要）	（不要）	防火指定無	300.0	景観法				（無）	0	17400	14100	700.99	0.0	0.0	350.0	350.99	105.98	105.99	350.49	105.98	（不要）	（不要）	0.0	0.0	（不要）						○															32.0	10	24	○																												JR高崎線	鴻巣	バス	10		3.0						
2265	埼玉県さいたま市西区大字指扇字入合	234.21	234.0	第一種中高層住居専用地域		60	0.0	200	0.0	公営	公共下水	都市ガス	宅内処理	2.0	0.0	0.0	0.0	2.0	0.0	東	公道	4.0	22.1			0.0	0.0			0.0	0.0			0.0	0.0	（無）	0.0	0.5	（無）	（不要）	800	750	公簿	更地	市街化区域		指定無	（無）	（無）	（不要）	（不要）	（不要）	22条区域	0.0					（無）	0	110000	114000	234.21	0.0	0.0	117.05	117.16	103.5	103.92	117.1	103.71	（不要）	（不要）	0.0	0.0	（不要）						○															7.0	10	10	○							○							○							○							JR川越線	西大宮	徒歩	11								
2266	埼玉県川口市東川口	538.45	537.0	第一種住居地域		60		200		公営	公共下水	都市ガス	宅内処理	4.0				4.0		西	公道	6.0	20.88			0.0	0.0			0.0	0.0			0.0	0.0	（無）	0.0	1.6	（無）	（不要）	527	1400	実測	田・畑	市街化区域		指定無	（無）	（無）	（不要）	（不要）	（不要）	22条区域	100.0					（無）	160000	189000	339000	538.45	0.0	0.0	132.45	136.35	94.8	108.47	134.61	101.95	（不要）	（不要）	0.0	0.0	（不要）		○				○												○			15.0	7	18								○														○							JR武蔵野線	東川口	徒歩	8								
2267	埼玉県さいたま市岩槻区本丸	91.22	90.7	第一種低層住居専用地域		60	0.0	100	0.0	公営	公共下水	都市ガス	宅内処理	1.0	0.0	0.0	0.0	1.0	0.0	南	公道	5.0	10.1			0.0	0.0			0.0	0.0			0.0	0.0	（有）	68.99	0.3	（無）	（不要）	643	682	公簿	建物有	市街化区域		指定無	（無）	（無）	（不要）	（不要）	（不要）	22条区域	0.0					（無）	74000	95900	104000	91.22	0.0	0.0	90.7	90.7	90.0	90.0	91.22	90.0	（不要）	（不要）	0.0	0.0	（不要）		○	○			○															13.0	9	9	○							○							○							○							東武野田線	岩槻	徒歩	17								
2268	埼玉県春日部市千間	121.77	121.77	第一種中高層住居専用地域		60	0.0	200	0.0	公営	公共下水	都市ガス	宅内処理	1.0	0.0	0.0	0.0	1.0	0.0	南西	公道	6.0	8.8			0.0	0.0			0.0	0.0			0.0	0.0	（無）	0.0	0.0	（無）	（不要）	1610	2360	公簿	更地	市街化区域		指定無	（無）	（無）	（不要）	（不要）	（要）	防火指定無						（無）	105000	121000	113000	121.77	0.0	0.0	121.77	121.77	105.99	105.99	121.77	105.99	（不要）	（不要）	0.0	0.0	（不要）		○	○			○															18.0	21	30	○							○							○							○							東武伊勢崎線	せんげん台	徒歩	15								
2269	埼玉県白岡市西	101.13	100.0	第一種中高層住居専用地域		60	0.0	200	0.0	公営	公共下水	個別プロパン	宅内処理	1.0	0.0	0.0	0.0	1.0	0.0	西	公道	6.0	7.5			0.0	0.0			0.0	0.0			0.0	0.0	（無）	0.0	0.3	（無）	（不要）	1300	1850	実測	造成上り	市街化区域		指定無	（無）	（無）	（不要）	（不要）	（不要）	防火指定無	0.0					（無）	49900	97700	89500	101.13	0.0	0.0	100.0	100.0	108.0	108.0	101.13	108.0	（不要）	（不要）	0.0	0.0	（不要）	0.0																				10.0	17	24																						○							JR東北本線【宇都宮線】	白岡	徒歩	23								
2270	埼玉県草加市草加	63.59	63.59	第一種中高層住居専用地域		60	0.0	200	0.0	公営	公共下水	都市ガス	宅内処理	1.0	0.0	0.0	0.0	0.0	1.0	南	私道	4.0	5.9			0.0	0.0			0.0	0.0			0.0	0.0	（無）	0.0	0.0	（無）	（不要）	600	280	公簿	更地	市街化区域		指定無	（無）	（無）	（不要）	（不要）	（不要）	防火指定無		景観法				（無）	115000	148000	147000	54.03	9.56	0.0	54.03	54.03	85.29	85.29	54.03	85.29	（不要）	（不要）	0.0	0.0	（不要）		○	○			○															10.0	8	4	○								○													○							東武伊勢崎線	草加	徒歩	12								
2271	埼玉県さいたま市中央区鈴谷	95.19	96.62	第一種中高層住居専用地域		60	0.0	200	0.0	公営	公共下水	都市ガス	宅内処理	1.0	0.0	0.0	0.0	1.0	0.0	南	公道	4.0	6.7			0.0	0.0			0.0	0.0			0.0	0.0	（無）	0.0	0.1	（無）	（不要）	250	1100	実測	更地	市街化区域		その他	（無）	（無）	（不要）	（不要）	（不要）	22条区域	0.0					（無）	180000	263000	244000	95.19	0.0	0.0	95.19	95.19	96.8	96.8	95.19	96.8	（不要）	（不要）	0.0	0.0	（不要）		○				○															13.0	4	14	○							○														○							JR埼京線	南与野	徒歩	8								
2272	埼玉県桶川市坂田東	364.24	364.24	第一種低層住居専用地域		50	0.0	100	0.0	公営	公共下水	都市ガス	宅内処理	2.0	0.0	0.0	0.0	2.0	0.0	南東	公道	6.0	19.9			0.0	0.0			0.0	0.0			0.0	0.0	（有）	264.24	0.6	（無）	（不要）	650	1200	実測	更地	市街化区域		指定無	（有）	（無）	（不要）	（不要）	（要）	22条区域	120.0	景観法				（無）	60000	75900	83000	364.24	0.0	0.0	182.12	182.12	96.0	96.0	182.12	96.0	（不要）	（不要）	0.0	0.0	（要）	51.0					○															7.0	9	15								○														○							JR高崎線	桶川	徒歩	30								
2273	埼玉県さいたま市北区日進町	109.38	109.38	第一種中高層住居専用地域		60	0.0	200	0.0	公営	公共下水	都市ガス	宅内処理	1.0	0.0	0.0	0.0	1.0	0.0	北	公道	6.3	8.5			0.0	0.0			0.0	0.0			0.0	0.0	（有）	74.88	0.3	（無）	（不要）	1520	1120	公簿	造成上り	市街化区域		指定無	（無）	（無）	（不要）	（不要）	（不要）	22条区域						（無）	105000	153000	155000	109.38	0.0	0.0	109.38	109.38	99.36	99.36	109.38	99.36	（不要）	（不要）	0.0	0.0	（不要）		○				○															10.0	19	14	○							○							○							○							JR川越線	日進	徒歩	12								
2274	埼玉県川口市差間	453.98	453.98	第二種住居地域	第一種低層住居専用地域	60	50.0	200	100.0	公営	個別浄化槽	個別プロパン	宅内処理	4.0	0.0	0.0	0.0	4.0	0.0	東	公道	2.7	34.7	西	公道	4.0	28.1			0.0	0.0			0.0	0.0	（無）	0.0	1.4	（無）	（不要）	634	1720	実測	造成上り	市街化区域		指定無	（無）	（無）	（不要）	（不要）	（要）	22条区域	100.0	農地法	景観法			（無）	88000	123000	123000	453.98	0.0	0.0	105.09	138.7	93.0	93.0	113.49	93.0	（不要）	（不要）	0.0	0.0	（要）	55.0	○				○															10.0	8	22															○														JR武蔵野線	東川口	徒歩	27								
2275	埼玉県入間市大字上藤沢	99.98	100.05	第一種中高層住居専用地域		60	0.0	200	0.0	私営	公共下水	個別プロパン	宅内処理	1.0	0.0	0.0	0.0	1.0	0.0	東	私道	6.2	8.8			0.0	0.0			0.0	0.0			0.0	0.0	（有）	72.86	0.2	（無）	（不要）	320	960	実測	造成上り	市街化区域		指定無	（無）	（無）	（不要）	（不要）	（不要）	22条区域						（無）	88000	106000	98000	100.05	0.0	0.0	100.19	100.19	100.19	100.19	100.05	100.19	（不要）	（不要）	0.0	0.0	（不要）		○				○															11.0	4	12								○							○							○							西武池袋線	武蔵藤沢	徒歩	18								
2276	埼玉県鶴ヶ島市大字下新田	297.0	297.0	第一種低層住居専用地域		50	0.0	80	0.0	公営	公共下水	個別プロパン	宅内処理	2.0	0.0	0.0	0.0	2.0	0.0	西	公道	6.0	13.3			0.0	0.0			0.0	0.0			0.0	0.0	（無）	0.0	0.3	（無）	（不要）	450	1500	実測	更地	市街化区域		指定無	（有）	（無）	（不要）	（不要）	（不要）	防火指定無	0.0					（無）	51000	60900	87400	297.0	0.0	0.0	148.5	148.5	105.3	109.35	148.5	107.32	（不要）	（不要）	0.0	0.0	（不要）	0.0					○															7.0	6	19	○							○							○							○							東武越生線	一本松	徒歩	8								
2277	埼玉県新座市西堀	203.38	203.38	第一種低層住居専用地域		60	0.0	100	0.0	公営	公共下水	都市ガス	宅内処理	2.0	0.0	0.0	0.0	2.0	0.0	北	公道	4.6	19.2			0.0	0.0			0.0	0.0			0.0	0.0	（無）	0.0	0.4	（無）	（不要）	450	2000	実測	田・畑	市街化区域		第1種	（有）	（無）	（不要）	（不要）	（要）	22条区域	100.0	農地法				（無）	125000	164000	174000	203.38	0.0	0.0	101.69	101.69	93.0	93.0	101.69	93.0	（不要）	（不要）	0.0	0.0	（不要）						○															17.0	6	25							○																						西武池袋線	東久留米	徒歩	19								
2278	埼玉県新座市栗原	84.87	84.87	第一種中高層住居専用地域		60	0.0	200	0.0	公営	公共下水	都市ガス	宅内処理	1.0	0.0	0.0	0.0	1.0	0.0	北	公道	4.2	4.4	東	公道	4.1	6.3			0.0	0.0			0.0	0.0	（有）	74.11	0.0	（無）	（不要）	250	1200	公簿	建物有	市街化区域		指定無	（無）	（無）	（不要）	（不要）	（不要）	防火指定無	0.0					（無）	130000	173000	194000	84.87	0.0	0.0	84.87	84.87	94.0	94.0	84.87	94.0	（不要）	（不要）	0.0	0.0	（不要）	0.0	○	○			○	○														3.0	4	15																													西武池袋線	ひばりヶ丘	徒歩	23								
